# # # # # # # # # # # # # # # # # # # # # # # #
дополнительно
# # # # # # # # # # # # # # # # # # # # # # # #
Асфальт 60
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
0.1137847900;0.0918426514;-1.0617065430
0.2244567871;0.0372161865;-1.0659637451
0.1750488281;-0.0634155273;-1.0300445557
0.1045074463;-0.0028381348;-1.0478363037
0.0643463135;0.0475463867;-1.0835266113
0.1366729736;0.0344543457;-0.9806823730
0.1948699951;-0.0026092529;-0.9383850098
0.1074218750;0.0246276855;-0.9417724609
0.0939331055;-0.0857849121;-1.0791931152
0.1211853027;0.0215759277;-1.0520935059
0.1905212402;0.0296020508;-1.0079803467
0.1308593750;-0.0395660400;-1.0144195557
0.1552734375;0.0451660156;-1.1025238037
0.0935668945;-0.0432586670;-1.0079345703
0.0733947754;-0.0177154541;-1.0145721436
0.1023712158;-0.0023498535;-0.9208831787
0.1958770752;0.0574951172;-0.9188385010
0.1293792725;-0.0546112061;-0.9286956787
0.1652526855;0.0191192627;-1.1463165283
0.1106414795;-0.0306549072;-1.0943145752
0.0782775879;-0.0090789795;-0.9521789551
0.0656738281;0.0843963623;-0.9952545166
0.2079772949;-0.0080871582;-0.9333953857
0.0531463623;-0.0086975098;-0.8345947266
0.1346588135;-0.0361480713;-1.0164642334
0.0932464600;-0.0650329590;-1.0641021729
0.1928863525;0.0237884521;-1.0597381592
0.1295623779;-0.0215606689;-0.9498901367
0.1003723145;-0.0335388184;-0.9890594482
0.0714416504;0.0336151123;-0.9596557617
0.1823272705;-0.0247650146;-0.8729858398
0.1147766113;-0.2164764404;-1.0212860107
0.1832733154;0.0072021484;-1.1026306152
0.1675567627;0.0096130371;-1.0072937012
0.1697082520;-0.0784912109;-0.8829956055
0.0867309570;-0.0074462891;-1.0537872314
0.0624084473;-0.0794372559;-0.9624938965
0.1564178467;0.0664825439;-0.9242401123
0.1850585938;-0.1479339600;-0.9420013428
0.1029968262;-0.0096130371;-1.0652618408
0.2039794922;0.0261688232;-1.0796508789
0.1889038086;-0.0073852539;-0.8594055176
0.0917663574;-0.0224304199;-1.0170593262
0.1064147949;-0.0160980225;-1.0287780762
0.1218109131;-0.0230407715;-0.9384765625
0.1047363281;-0.0359344482;-0.9245300293
0.1741638184;-0.0689849854;-1.0336608887
0.2271881104;-0.0452423096;-1.0123901367
0.1576232910;0.0176391602;-1.0429992676
0.0652313232;-0.0346069336;-0.9929809570
0.0746917725;-0.0455169678;-1.0345001221
0.1220397949;-0.1237030029;-1.0166473389
0.2056427002;0.1056671143;-1.0060272217
0.1510772705;-0.1714324951;-0.9033813477
0.1569671631;0.0041809082;-0.9368743896
0.0173797607;-0.0252532959;-1.0950317383
0.1507263184;-0.0168914795;-1.0287170410
0.1651458740;-0.0585327148;-0.9970855713
0.1307373047;0.0028381348;-1.0244140625
0.1427764893;0.0324249268;-1.0439910889
0.1641540527;-0.0324401855;-0.9613189697
0.0018768311;0.0171813965;-0.9914703369
0.1305847168;-0.0440216064;-0.9959411621
0.1654052734;0.0158386230;-0.9508972168
0.2199859619;-0.0635223389;-0.9565582275
0.0529022217;-0.0575103760;-1.0664825439
0.0689697266;-0.0402374268;-1.0803833008
0.1585540771;0.0726013184;-0.9850311279
0.2125396729;-0.0217590332;-0.9200897217
0.1232604980;-0.1831207275;-0.9944152832
0.0774383545;0.0607910156;-1.0459136963
0.1530151367;-0.0236511230;-0.9451446533
0.1566925049;-0.0609893799;-0.9225616455
0.1426544189;-0.0015106201;-1.1084136963
0.1082763672;-0.0075836182;-0.9273071289
0.1054382324;0.0493621826;-1.0294494629
0.2035675049;-0.0792083740;-1.0189666748
0.0990905762;0.0840301514;-1.0192108154
0.1243743896;-0.1299285889;-0.9768829346
0.1488494873;0.0933837891;-1.0312042236
0.1276855469;-0.1195220947;-0.9408721924
0.2025146484;0.0720520020;-1.0269622803
0.0632476807;-0.0908050537;-1.0478668213
0.2733154297;0.1419830322;-0.9941558838
0.0965728760;-0.1047210693;-0.9903259277
0.1455993652;0.0324096680;-1.1411895752
0.1171264648;0.0275115967;-1.0323638916
0.1714324951;0.0516662598;-0.9326324463
0.1359863281;-0.0780487061;-0.9642639160
0.1611785889;-0.0512695312;-0.9794921875
0.0913696289;0.0619506836;-1.0009307861
0.1616821289;-0.1446990967;-1.0706481934
0.1800079346;-0.0316314697;-1.0594940186
0.1326751709;0.0987854004;-1.0576629639
