# # # # # # # # # # # # # # # # # # # # # # # #
грунт
# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer, Axis: XYZ, Size: 4096, Y-axis: g, Sampling rate: 99.418 Hz, FFT Size: 64, Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
0.1703796387;-0.1177825928;-1.0740051270
0.3355560303;0.0151977539;-0.8319396973
0.1781768799;-0.1965637207;-0.7741699219
0.0709075928;-0.1571044922;-1.0981140137
-0.0107879639;-0.0689697266;-1.0963439941
0.2518310547;-0.2703399658;-1.0947265625
0.3396301270;0.0464019775;-0.9503936768
0.1661071777;-0.2785949707;-0.9662322998
0.2301025391;-0.1529693604;-1.0900421143
0.1619110107;-0.1989746094;-1.1073913574
0.0658569336;-0.4123229980;-0.9651336670
0.1036987305;-0.0183715820;-0.9578094482
0.1263580322;-0.0995483398;-0.9270629883
0.1052703857;-0.2254333496;-0.9112396240
0.0421295166;-0.0782775879;-1.0749206543
0.1534118652;-0.2164611816;-0.8624114990
0.1005859375;-0.2824859619;-0.8392944336
-0.0971832275;-0.0048065186;-0.9246978760
0.0492401123;-0.1554412842;-0.9049835205
0.1800384521;0.0409545898;-0.7847595215
0.2402496338;-0.1049652100;-0.8835449219
0.1630554199;-0.3263549805;-0.9508514404
0.0175628662;-0.2205810547;-1.0257415771
0.0905151367;-0.2369689941;-0.9502716064
-0.0278625488;0.1347351074;-0.8104553223
0.2552032471;0.0612487793;-0.8692474365
0.1705322266;0.0549926758;-0.8246765137
0.1948547363;0.2290649414;-0.9802551270
0.0661926270;0.0445251465;-0.9928741455
-0.1474914551;0.0881195068;-1.0889587402
0.0288238525;0.3555145264;-1.0733489990
-0.0171051025;0.2660827637;-0.8358917236
0.1130371094;0.1939392090;-0.9126892090
0.1870422363;0.2788848877;-1.1079864502
0.2075195312;0.0279846191;-1.1302490234
0.1507415771;0.1320953369;-1.1659545898
0.0008850098;0.0962677002;-1.2421875000
-0.0391998291;0.0651245117;-1.2255859375
-0.0801391602;0.2122802734;-1.0160369873
0.1208801270;0.1635894775;-1.0069885254
0.0884857178;0.1279602051;-1.0913391113
0.1020507812;0.1343383789;-1.2001800537
0.0192260742;0.2174072266;-1.1295776367
0.0886993408;-0.0268554688;-1.1992645264
0.2404174805;0.0105743408;-1.1996154785
-0.0032043457;0.3239898682;-1.0130920410
0.1573181152;0.3376159668;-0.9653778076
0.2074432373;0.2124786377;-0.7568664551
0.0469665527;0.1478424072;-0.9758148193
0.1234893799;0.0326080322;-1.0476684570
0.0410461426;0.0706939697;-0.8123016357
-0.0411834717;0.1746215820;-0.9005432129
0.0412445068;0.2451934814;-0.8970031738
0.3140563965;0.3104248047;-1.0063934326
0.4597167969;0.0639953613;-0.8753509521
0.2909851074;-0.0874328613;-0.9398345947
0.1370239258;-0.2340698242;-1.2313232422
0.0316314697;-0.1293182373;-1.2483367920
-0.0052337646;-0.0991058350;-0.9821166992
0.3401794434;0.0206146240;-0.9432525635
0.3735198975;-0.1086273193;-0.8722686768
0.3103485107;-0.2544250488;-1.1026916504
0.1804199219;-0.1869812012;-1.3768005371
0.1654510498;-0.3833923340;-1.2079315186
0.2366943359;-0.1482543945;-1.0274963379
0.1754150391;0.0502471924;-0.8544158936
0.2539215088;-0.5343017578;-0.9411163330
0.3973999023;-0.2014923096;-1.1648864746
0.3892059326;-0.3186492920;-1.1413116455
0.3007354736;-0.2886047363;-0.9966430664
0.1063537598;-0.0967102051;-1.1674804688
0.3729705811;-0.0893402100;-1.0147094727
0.2476806641;-0.4273071289;-0.8300323486
0.2180633545;-0.1162719727;-0.9566650391
0.2592010498;-0.3367309570;-1.0925292969
0.2801513672;-0.3251495361;-0.9959869385
0.0164489746;0.0055541992;-0.9523620605
0.0996398926;0.0953521729;-0.7760620117
0.0438690186;0.0279541016;-0.8642272949
-0.0529937744;0.0979766846;-0.8591613770
0.0213928223;0.2133483887;-0.9724426270
-0.0149536133;-0.0034942627;-0.7526855469
-0.1561279297;-0.1611480713;-0.8828582764
-0.1945190430;0.2291107178;-1.1447906494
0.1447296143;-0.0507507324;-0.8592681885
0.1701965332;0.1755523682;-0.6274871826
-0.1665954590;0.0384979248;-0.8316192627
-0.1756896973;-0.2073822021;-1.2248382568
-0.2358245850;0.0663146973;-1.0865783691
0.0066070557;0.0586547852;-0.9507904053
0.3970794678;0.1168518066;-0.6196441650
