# # # # # # # # # # # # # # # # # # # # # # # #
Дополнительно
# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer, Axis: XYZ, Size: 4096, Y-axis: g, Sampling rate: 99.418 Hz, FFT Size: 64, Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
-0.0471191406;-0.0599975586;-1.0954437256
-0.4568786621;-0.6927032471;-1.0255889893
-0.2870178223;0.0138549805;-1.2109375000
0.2561035156;-0.1576995850;-0.5294342041
0.5114135742;-0.1449279785;-0.5174102783
0.1193237305;0.2844543457;-0.8912048340
-0.1934509277;0.0315551758;-0.9621124268
-0.1068420410;-0.2236328125;-0.8217926025
0.1706542969;0.0334472656;-0.8666076660
0.3508148193;-0.0982513428;-0.8034515381
0.2044219971;-0.0607757568;-0.8077392578
0.0763549805;0.1394500732;-0.8451232910
0.0763854980;0.0005035400;-0.9384155273
0.0428924561;0.0659637451;-0.9012908936
0.0874633789;0.0445404053;-0.8062286377
0.2195587158;-0.0513000488;-0.8552551270
0.0956878662;0.2580566406;-0.8630065918
0.1794281006;0.0171813965;-0.7748565674
0.0912322998;0.2403564453;-0.9496307373
0.0372467041;0.0596160889;-0.9528808594
0.0629730225;-0.0636901855;-1.0218963623
-0.0063629150;-0.0522613525;-1.0184783936
0.0252227783;-0.0176849365;-1.0671997070
0.0428619385;-0.0316162109;-1.0157318115
0.0815277100;0.0505523682;-1.0920562744
0.0852661133;-0.2005004883;-1.0457611084
0.0253448486;-0.0015411377;-1.1694641113
0.0314025879;-0.1632385254;-1.1009674072
0.0736236572;0.0071716309;-1.1453094482
0.0340576172;-0.0825653076;-1.0664672852
0.0527496338;-0.0119171143;-1.1105957031
0.0220336914;-0.0723114014;-1.1086120605
0.0366058350;-0.1230468750;-1.1739654541
0.0279693604;-0.0852813721;-1.1757965088
0.0522766113;-0.0836791992;-1.1317749023
-0.0181579590;0.0296173096;-1.0726165771
-0.0438385010;-0.0414733887;-1.0624542236
0.0670471191;-0.0329132080;-1.0936889648
0.0153961182;-0.0888214111;-1.0802612305
0.0751037598;-0.1353454590;-1.1119842529
-0.0199584961;0.0018463135;-1.1230010986
0.0317077637;0.0210418701;-1.0680389404
0.0434875488;-0.0393524170;-1.0279235840
0.1266021729;0.0317840576;-1.0480651855
0.0207824707;-0.1985931396;-0.9480590820
0.0549774170;0.0429687500;-1.0597381592
0.0098419189;0.0391845703;-0.9906616211
0.1631164551;0.0346374512;-0.9978790283
0.1504669189;-0.0763244629;-0.9909973145
0.1598815918;-0.0151824951;-1.0385742188
0.0529479980;-0.1279907227;-0.9941253662
0.1352233887;-0.0466156006;-1.1383209229
0.0794067383;-0.1321563721;-1.0419616699
0.1697235107;0.0718994141;-1.0189208984
